seq,code,name,price,type_code
232,000232,唐揚げ000232,200,02
233,000233,餃子000233,210,02
234,000234,たこ焼き000234,1000,02
235,000235,コカコーラ000235,180,03
236,000236,お茶000236,1000,03
237,000237,麦茶000237,100,03
238,000238,炭酸水000238,1300,03
239,000239,リンゴ000239,90,01
240,000240,梨000240,100,01
241,000241,桃000241,110,01
242,000242,イチゴ000242,120,01
243,000243,西瓜000243,1000,01
244,000244,寿司000244,90,02
245,000245,焼肉000245,100,02
246,000246,唐揚げ000246,200,02
247,000247,餃子000247,210,02
248,000248,たこ焼き000248,1000,02
249,000249,コカコーラ000249,180,03
250,000250,お茶000250,1000,03
251,000251,麦茶000251,100,03
252,000252,炭酸水000252,1300,03
253,000253,リンゴ000253,90,01
254,000254,梨000254,100,01
255,000255,桃000255,110,01
256,000256,イチゴ000256,120,01
257,000257,西瓜000257,1000,01
258,000258,寿司000258,90,02
259,000259,焼肉000259,100,02
260,000260,唐揚げ000260,200,02
261,000261,餃子000261,210,02
262,000262,たこ焼き000262,1000,02
263,000263,コカコーラ000263,180,03
264,000264,お茶000264,1000,03
265,000265,麦茶000265,100,03
266,000266,炭酸水000266,1300,03
267,000267,リンゴ000267,90,01
268,000268,梨000268,100,01
269,000269,桃000269,110,01
270,000270,イチゴ000270,120,01
271,000271,西瓜000271,1000,01
272,000272,寿司000272,90,02
273,000273,焼肉000273,100,02
274,000274,唐揚げ000274,200,02
275,000275,餃子000275,210,02
276,000276,たこ焼き000276,1000,02
277,000277,コカコーラ000277,180,03
278,000278,お茶000278,1000,03
279,000279,麦茶000279,100,03
280,000280,炭酸水000280,1300,03
281,000281,リンゴ000281,90,01
282,000282,梨000282,100,01
283,000283,桃000283,110,01
284,000284,イチゴ000284,120,01
285,000285,西瓜000285,1000,01
286,000286,寿司000286,90,02
287,000287,焼肉000287,100,02
288,000288,唐揚げ000288,200,02
289,000289,餃子000289,210,02
290,000290,たこ焼き000290,1000,02
291,000291,コカコーラ000291,180,03
292,000292,お茶000292,1000,03
293,000293,麦茶000293,100,03
294,000294,炭酸水000294,1300,03
295,000295,リンゴ000295,90,01
296,000296,梨000296,100,01
297,000297,桃000297,110,01
298,000298,イチゴ000298,120,01
299,000299,西瓜000299,1000,01
300,000300,寿司000300,90,02
301,000301,焼肉000301,100,02
302,000302,唐揚げ000302,200,02
303,000303,餃子000303,210,02
304,000304,たこ焼き000304,1000,02
305,000305,コカコーラ000305,180,03
306,000306,お茶000306,1000,03
307,000307,麦茶000307,100,03
308,000308,炭酸水000308,1300,03
309,000309,リンゴ000309,90,01
310,000310,梨000310,100,01
311,000311,桃000311,110,01
312,000312,イチゴ000312,120,01
313,000313,西瓜000313,1000,01
314,000314,寿司000314,90,02
315,000315,焼肉000315,100,02
316,000316,唐揚げ000316,200,02
317,000317,餃子000317,210,02
318,000318,たこ焼き000318,1000,02
319,000319,コカコーラ000319,180,03
320,000320,お茶000320,1000,03
321,000321,麦茶000321,100,03
322,000322,炭酸水000322,1300,03
323,000323,リンゴ000323,90,01
324,000324,梨000324,100,01
325,000325,桃000325,110,01
326,000326,イチゴ000326,120,01
327,000327,西瓜000327,1000,01
328,000328,寿司000328,90,02
329,000329,焼肉000329,100,02
330,000330,唐揚げ000330,200,02
331,000331,餃子000331,210,02
332,000332,たこ焼き000332,1000,02
333,000333,コカコーラ000333,180,03
334,000334,お茶000334,1000,03
335,000335,麦茶000335,100,03
336,000336,炭酸水000336,1300,03
337,000337,リンゴ000337,90,01
338,000338,梨000338,100,01
339,000339,桃000339,110,01
340,000340,イチゴ000340,120,01
341,000341,西瓜000341,1000,01
342,000342,寿司000342,90,02
343,000343,焼肉000343,100,02
344,000344,唐揚げ000344,200,02
345,000345,餃子000345,210,02
346,000346,たこ焼き000346,1000,02
347,000347,コカコーラ000347,180,03
348,000348,お茶000348,1000,03
349,000349,麦茶000349,100,03
350,000350,炭酸水000350,1300,03
351,000351,リンゴ000351,90,01
352,000352,梨000352,100,01
353,000353,桃000353,110,01
354,000354,イチゴ000354,120,01
355,000355,西瓜000355,1000,01
356,000356,寿司000356,90,02
357,000357,焼肉000357,100,02
358,000358,唐揚げ000358,200,02
359,000359,餃子000359,210,02
360,000360,たこ焼き000360,1000,02
361,000361,コカコーラ000361,180,03
362,000362,お茶000362,1000,03
363,000363,麦茶000363,100,03
364,000364,炭酸水000364,1300,03
365,000365,リンゴ000365,90,01
366,000366,梨000366,100,01
367,000367,桃000367,110,01
368,000368,イチゴ000368,120,01
369,000369,西瓜000369,1000,01
370,000370,寿司000370,90,02
371,000371,焼肉000371,100,02
372,000372,唐揚げ000372,200,02
373,000373,餃子000373,210,02
374,000374,たこ焼き000374,1000,02
375,000375,コカコーラ000375,180,03
376,000376,お茶000376,1000,03
377,000377,麦茶000377,100,03
378,000378,炭酸水000378,1300,03
379,000379,リンゴ000379,90,01
380,000380,梨000380,100,01
381,000381,桃000381,110,01
382,000382,イチゴ000382,120,01
383,000383,西瓜000383,1000,01
384,000384,寿司000384,90,02
385,000385,焼肉000385,100,02
386,000386,唐揚げ000386,200,02
387,000387,餃子000387,210,02
388,000388,たこ焼き000388,1000,02
389,000389,コカコーラ000389,180,03
390,000390,お茶000390,1000,03
391,000391,麦茶000391,100,03
392,000392,炭酸水000392,1300,03
393,000393,リンゴ000393,90,01
394,000394,梨000394,100,01
395,000395,桃000395,110,01
396,000396,イチゴ000396,120,01
397,000397,西瓜000397,1000,01
398,000398,寿司000398,90,02
399,000399,焼肉000399,100,02
400,000400,唐揚げ000400,200,02
401,000401,餃子000401,210,02
402,000402,たこ焼き000402,1000,02
403,000403,コカコーラ000403,180,03
404,000404,お茶000404,1000,03
405,000405,麦茶000405,100,03
406,000406,炭酸水000406,1300,03
407,000407,リンゴ000407,90,01
408,000408,梨000408,100,01
409,000409,桃000409,110,01
410,000410,イチゴ000410,120,01
411,000411,西瓜000411,1000,01
412,000412,寿司000412,90,02
413,000413,焼肉000413,100,02
414,000414,唐揚げ000414,200,02
415,000415,餃子000415,210,02
416,000416,たこ焼き000416,1000,02
417,000417,コカコーラ000417,180,03
418,000418,お茶000418,1000,03
419,000419,麦茶000419,100,03
420,000420,炭酸水000420,1300,03
421,000421,リンゴ000421,90,01
422,000422,梨000422,100,01
423,000423,桃000423,110,01
424,000424,イチゴ000424,120,01
425,000425,西瓜000425,1000,01
426,000426,寿司000426,90,02
427,000427,焼肉000427,100,02
428,000428,唐揚げ000428,200,02
429,000429,餃子000429,210,02
430,000430,たこ焼き000430,1000,02
431,000431,コカコーラ000431,180,03
432,000432,お茶000432,1000,03
433,000433,麦茶000433,100,03
434,000434,炭酸水000434,1300,03
435,000435,リンゴ000435,90,01
436,000436,梨000436,100,01
437,000437,桃000437,110,01
438,000438,イチゴ000438,120,01
439,000439,西瓜000439,1000,01
440,000440,寿司000440,90,02
441,000441,焼肉000441,100,02
442,000442,唐揚げ000442,200,02
443,000443,餃子000443,210,02
444,000444,たこ焼き000444,1000,02
445,000445,コカコーラ000445,180,03
446,000446,お茶000446,1000,03
447,000447,麦茶000447,100,03
448,000448,炭酸水000448,1300,03
449,000449,リンゴ000449,90,01
450,000450,梨000450,100,01
451,000451,桃000451,110,01
452,000452,イチゴ000452,120,01
453,000453,西瓜000453,1000,01
454,000454,寿司000454,90,02
455,000455,焼肉000455,100,02
456,000456,唐揚げ000456,200,02
457,000457,餃子000457,210,02
458,000458,たこ焼き000458,1000,02
459,000459,コカコーラ000459,180,03
460,000460,お茶000460,1000,03
461,000461,麦茶000461,100,03
462,000462,炭酸水000462,1300,03
463,000463,リンゴ000463,90,01
464,000464,梨000464,100,01
465,000465,桃000465,110,01
466,000466,イチゴ000466,120,01
467,000467,西瓜000467,1000,01
468,000468,寿司000468,90,02
469,000469,焼肉000469,100,02
470,000470,唐揚げ000470,200,02
471,000471,餃子000471,210,02
472,000472,たこ焼き000472,1000,02
473,000473,コカコーラ000473,180,03
474,000474,お茶000474,1000,03
475,000475,麦茶000475,100,03
476,000476,炭酸水000476,1300,03
477,000477,リンゴ000477,90,01
478,000478,梨000478,100,01
479,000479,桃000479,110,01
480,000480,イチゴ000480,120,01
481,000481,西瓜000481,1000,01
482,000482,寿司000482,90,02
483,000483,焼肉000483,100,02
484,000484,唐揚げ000484,200,02
485,000485,餃子000485,210,02
486,000486,たこ焼き000486,1000,02
487,000487,コカコーラ000487,180,03
488,000488,お茶000488,1000,03
489,000489,麦茶000489,100,03
490,000490,炭酸水000490,1300,03
491,000491,リンゴ000491,90,01
492,000492,梨000492,100,01
493,000493,桃000493,110,01
494,000494,イチゴ000494,120,01
495,000495,西瓜000495,1000,01
496,000496,寿司000496,90,02
497,000497,焼肉000497,100,02
498,000498,唐揚げ000498,200,02
499,000499,餃子000499,210,02
500,000500,たこ焼き000500,1000,02
501,000501,コカコーラ000501,180,03
502,000502,お茶000502,1000,03
503,000503,麦茶000503,100,03
504,000504,炭酸水000504,1300,03
505,000505,リンゴ000505,90,01
506,000506,梨000506,100,01
507,000507,桃000507,110,01
508,000508,イチゴ000508,120,01
509,000509,西瓜000509,1000,01
510,000510,寿司000510,90,02
511,000511,焼肉000511,100,02
512,000512,唐揚げ000512,200,02
513,000513,餃子000513,210,02
514,000514,たこ焼き000514,1000,02
515,000515,コカコーラ000515,180,03
516,000516,お茶000516,1000,03
517,000517,麦茶000517,100,03
518,000518,炭酸水000518,1300,03
519,000519,リンゴ000519,90,01
520,000520,梨000520,100,01
521,000521,桃000521,110,01
522,000522,イチゴ000522,120,01
523,000523,西瓜000523,1000,01
524,000524,寿司000524,90,02
525,000525,焼肉000525,100,02
526,000526,唐揚げ000526,200,02
527,000527,餃子000527,210,02
528,000528,たこ焼き000528,1000,02
529,000529,コカコーラ000529,180,03
530,000530,お茶000530,1000,03
531,000531,麦茶000531,100,03
532,000532,炭酸水000532,1300,03
533,000533,リンゴ000533,90,01
534,000534,梨000534,100,01
535,000535,桃000535,110,01
536,000536,イチゴ000536,120,01
537,000537,西瓜000537,1000,01
538,000538,寿司000538,90,02
539,000539,焼肉000539,100,02
540,000540,唐揚げ000540,200,02
541,000541,餃子000541,210,02
542,000542,たこ焼き000542,1000,02
543,000543,コカコーラ000543,180,03
544,000544,お茶000544,1000,03
545,000545,麦茶000545,100,03
546,000546,炭酸水000546,1300,03
547,000547,リンゴ000547,90,01
548,000548,梨000548,100,01
549,000549,桃000549,110,01
550,000550,イチゴ000550,120,01
551,000551,西瓜000551,1000,01
552,000552,寿司000552,90,02
553,000553,焼肉000553,100,02
554,000554,唐揚げ000554,200,02
555,000555,餃子000555,210,02
556,000556,たこ焼き000556,1000,02
557,000557,コカコーラ000557,180,03
558,000558,お茶000558,1000,03
559,000559,麦茶000559,100,03
560,000560,炭酸水000560,1300,03
561,000561,リンゴ000561,90,01
562,000562,梨000562,100,01
563,000563,桃000563,110,01
564,000564,イチゴ000564,120,01
565,000565,西瓜000565,1000,01
566,000566,寿司000566,90,02
567,000567,焼肉000567,100,02
568,000568,唐揚げ000568,200,02
569,000569,餃子000569,210,02
570,000570,たこ焼き000570,1000,02
571,000571,コカコーラ000571,180,03
572,000572,お茶000572,1000,03
573,000573,麦茶000573,100,03
574,000574,炭酸水000574,1300,03
575,000575,リンゴ000575,90,01
576,000576,梨000576,100,01
577,000577,桃000577,110,01
578,000578,イチゴ000578,120,01
579,000579,西瓜000579,1000,01
580,000580,寿司000580,90,02
581,000581,焼肉000581,100,02
582,000582,唐揚げ000582,200,02
583,000583,餃子000583,210,02
584,000584,たこ焼き000584,1000,02
585,000585,コカコーラ000585,180,03
586,000586,お茶000586,1000,03
587,000587,麦茶000587,100,03
588,000588,炭酸水000588,1300,03
589,000589,リンゴ000589,90,01
590,000590,梨000590,100,01
591,000591,桃000591,110,01
592,000592,イチゴ000592,120,01
593,000593,西瓜000593,1000,01
594,000594,寿司000594,90,02
595,000595,焼肉000595,100,02
596,000596,唐揚げ000596,200,02
597,000597,餃子000597,210,02
598,000598,たこ焼き000598,1000,02
599,000599,コカコーラ000599,180,03
600,000600,お茶000600,1000,03
601,000601,麦茶000601,100,03
602,000602,炭酸水000602,1300,03
603,000603,リンゴ000603,90,01
604,000604,梨000604,100,01
605,000605,桃000605,110,01
606,000606,イチゴ000606,120,01
607,000607,西瓜000607,1000,01
608,000608,寿司000608,90,02
609,000609,焼肉000609,100,02
610,000610,唐揚げ000610,200,02
611,000611,餃子000611,210,02
612,000612,たこ焼き000612,1000,02
613,000613,コカコーラ000613,180,03
614,000614,お茶000614,1000,03
615,000615,麦茶000615,100,03
616,000616,炭酸水000616,1300,03
617,000617,リンゴ000617,90,01
618,000618,梨000618,100,01
619,000619,桃000619,110,01
620,000620,イチゴ000620,120,01
621,000621,西瓜000621,1000,01
622,000622,寿司000622,90,02
623,000623,焼肉000623,100,02
624,000624,唐揚げ000624,200,02
625,000625,餃子000625,210,02
626,000626,たこ焼き000626,1000,02
627,000627,コカコーラ000627,180,03
628,000628,お茶000628,1000,03
629,000629,麦茶000629,100,03
630,000630,炭酸水000630,1300,03
631,000631,リンゴ000631,90,01
632,000632,梨000632,100,01
633,000633,桃000633,110,01
634,000634,イチゴ000634,120,01
635,000635,西瓜000635,1000,01
636,000636,寿司000636,90,02
637,000637,焼肉000637,100,02
638,000638,唐揚げ000638,200,02
639,000639,餃子000639,210,02
640,000640,たこ焼き000640,1000,02
641,000641,コカコーラ000641,180,03
642,000642,お茶000642,1000,03
643,000643,麦茶000643,100,03
644,000644,炭酸水000644,1300,03
645,000645,リンゴ000645,90,01
646,000646,梨000646,100,01
647,000647,桃000647,110,01
648,000648,イチゴ000648,120,01
649,000649,西瓜000649,1000,01
650,000650,寿司000650,90,02
651,000651,焼肉000651,100,02
652,000652,唐揚げ000652,200,02
653,000653,餃子000653,210,02
654,000654,たこ焼き000654,1000,02
655,000655,コカコーラ000655,180,03
656,000656,お茶000656,1000,03
657,000657,麦茶000657,100,03
658,000658,炭酸水000658,1300,03
659,000659,リンゴ000659,90,01
660,000660,梨000660,100,01
661,000661,桃000661,110,01
662,000662,イチゴ000662,120,01
663,000663,西瓜000663,1000,01
664,000664,寿司000664,90,02
665,000665,焼肉000665,100,02
666,000666,唐揚げ000666,200,02
667,000667,餃子000667,210,02
668,000668,たこ焼き000668,1000,02
669,000669,コカコーラ000669,180,03
670,000670,お茶000670,1000,03
671,000671,麦茶000671,100,03
672,000672,炭酸水000672,1300,03
673,000673,リンゴ000673,90,01
674,000674,梨000674,100,01
675,000675,桃000675,110,01
676,000676,イチゴ000676,120,01
677,000677,西瓜000677,1000,01
678,000678,寿司000678,90,02
679,000679,焼肉000679,100,02
680,000680,唐揚げ000680,200,02
681,000681,餃子000681,210,02
682,000682,たこ焼き000682,1000,02
683,000683,コカコーラ000683,180,03
684,000684,お茶000684,1000,03
685,000685,麦茶000685,100,03
686,000686,炭酸水000686,1300,03
687,000687,リンゴ000687,90,01
688,000688,梨000688,100,01
689,000689,桃000689,110,01
690,000690,イチゴ000690,120,01
691,000691,西瓜000691,1000,01
692,000692,寿司000692,90,02
693,000693,焼肉000693,100,02
694,000694,唐揚げ000694,200,02
695,000695,餃子000695,210,02
696,000696,たこ焼き000696,1000,02
697,000697,コカコーラ000697,180,03
698,000698,お茶000698,1000,03
699,000699,麦茶000699,100,03
700,000700,炭酸水000700,1300,03
701,000701,リンゴ000701,90,01
702,000702,梨000702,100,01
703,000703,桃000703,110,01
704,000704,イチゴ000704,120,01
705,000705,西瓜000705,1000,01
706,000706,寿司000706,90,02
707,000707,焼肉000707,100,02
708,000708,唐揚げ000708,200,02
709,000709,餃子000709,210,02
710,000710,たこ焼き000710,1000,02
711,000711,コカコーラ000711,180,03
712,000712,お茶000712,1000,03
713,000713,麦茶000713,100,03
714,000714,炭酸水000714,1300,03
715,000715,リンゴ000715,90,01
716,000716,梨000716,100,01
717,000717,桃000717,110,01
718,000718,イチゴ000718,120,01
719,000719,西瓜000719,1000,01
720,000720,寿司000720,90,02
721,000721,焼肉000721,100,02
722,000722,唐揚げ000722,200,02
723,000723,餃子000723,210,02
724,000724,たこ焼き000724,1000,02
725,000725,コカコーラ000725,180,03
726,000726,お茶000726,1000,03
727,000727,麦茶000727,100,03
728,000728,炭酸水000728,1300,03
729,000729,リンゴ000729,90,01
730,000730,梨000730,100,01
731,000731,桃000731,110,01
732,000732,イチゴ000732,120,01
733,000733,西瓜000733,1000,01
734,000734,寿司000734,90,02
735,000735,焼肉000735,100,02
736,000736,唐揚げ000736,200,02
737,000737,餃子000737,210,02
738,000738,たこ焼き000738,1000,02
739,000739,コカコーラ000739,180,03
740,000740,お茶000740,1000,03
741,000741,麦茶000741,100,03
742,000742,炭酸水000742,1300,03
743,000743,リンゴ000743,90,01
744,000744,梨000744,100,01
745,000745,桃000745,110,01
746,000746,イチゴ000746,120,01
747,000747,西瓜000747,1000,01
748,000748,寿司000748,90,02
749,000749,焼肉000749,100,02
750,000750,唐揚げ000750,200,02
751,000751,餃子000751,210,02
752,000752,たこ焼き000752,1000,02
753,000753,コカコーラ000753,180,03
754,000754,お茶000754,1000,03
755,000755,麦茶000755,100,03
756,000756,炭酸水000756,1300,03
757,000757,リンゴ000757,90,01
758,000758,梨000758,100,01
759,000759,桃000759,110,01
760,000760,イチゴ000760,120,01
761,000761,西瓜000761,1000,01
762,000762,寿司000762,90,02
763,000763,焼肉000763,100,02
764,000764,唐揚げ000764,200,02
765,000765,餃子000765,210,02
766,000766,たこ焼き000766,1000,02
767,000767,コカコーラ000767,180,03
768,000768,お茶000768,1000,03
769,000769,麦茶000769,100,03
770,000770,炭酸水000770,1300,03
771,000771,リンゴ000771,90,01
772,000772,梨000772,100,01
773,000773,桃000773,110,01
774,000774,イチゴ000774,120,01
775,000775,西瓜000775,1000,01
776,000776,寿司000776,90,02
777,000777,焼肉000777,100,02
778,000778,唐揚げ000778,200,02
779,000779,餃子000779,210,02
780,000780,たこ焼き000780,1000,02
781,000781,コカコーラ000781,180,03
782,000782,お茶000782,1000,03
783,000783,麦茶000783,100,03
784,000784,炭酸水000784,1300,03
785,000785,リンゴ000785,90,01
786,000786,梨000786,100,01
787,000787,桃000787,110,01
788,000788,イチゴ000788,120,01
789,000789,西瓜000789,1000,01
790,000790,寿司000790,90,02
791,000791,焼肉000791,100,02
792,000792,唐揚げ000792,200,02
793,000793,餃子000793,210,02
794,000794,たこ焼き000794,1000,02
795,000795,コカコーラ000795,180,03
796,000796,お茶000796,1000,03
797,000797,麦茶000797,100,03
798,000798,炭酸水000798,1300,03
799,000799,リンゴ000799,90,01
800,000800,梨000800,100,01
801,000801,桃000801,110,01
802,000802,イチゴ000802,120,01
803,000803,西瓜000803,1000,01
804,000804,寿司000804,90,02
805,000805,焼肉000805,100,02
806,000806,唐揚げ000806,200,02
807,000807,餃子000807,210,02
808,000808,たこ焼き000808,1000,02
809,000809,コカコーラ000809,180,03
810,000810,お茶000810,1000,03
811,000811,麦茶000811,100,03
812,000812,炭酸水000812,1300,03
813,000813,リンゴ000813,90,01
814,000814,梨000814,100,01
815,000815,桃000815,110,01
816,000816,イチゴ000816,120,01
817,000817,西瓜000817,1000,01
818,000818,寿司000818,90,02
819,000819,焼肉000819,100,02
820,000820,唐揚げ000820,200,02
821,000821,餃子000821,210,02
822,000822,たこ焼き000822,1000,02
823,000823,コカコーラ000823,180,03
824,000824,お茶000824,1000,03
825,000825,麦茶000825,100,03
826,000826,炭酸水000826,1300,03
827,000827,リンゴ000827,90,01
828,000828,梨000828,100,01
829,000829,桃000829,110,01
830,000830,イチゴ000830,120,01
831,000831,西瓜000831,1000,01
832,000832,寿司000832,90,02
833,000833,焼肉000833,100,02
834,000834,唐揚げ000834,200,02
835,000835,餃子000835,210,02
836,000836,たこ焼き000836,1000,02
837,000837,コカコーラ000837,180,03
838,000838,お茶000838,1000,03
839,000839,麦茶000839,100,03
840,000840,炭酸水000840,1300,03
841,000841,リンゴ000841,90,01
842,000842,梨000842,100,01
843,000843,桃000843,110,01
844,000844,イチゴ000844,120,01
845,000845,西瓜000845,1000,01
846,000846,寿司000846,90,02
847,000847,焼肉000847,100,02
848,000848,唐揚げ000848,200,02
849,000849,餃子000849,210,02
850,000850,たこ焼き000850,1000,02
